Rank,Player,Position,Age,Date,League,Team,Opp,Result,Game,Week,Day,Targets,Recs,Rec_Yards,Yards_per_Rec,Rec_TD,Catch_Percentage,Yard_per_Target
71,Jared Cook,TE,32.266,2019-12-29,NFL,NOR,CAR,W 42-10,16,17,Sun,2,2,44,22.0,1,100.0,22.0
72,Corey Davis,WR,24.352,2019-12-29,NFL,TEN,HOU,W 35-14,16,17,Sun,5,4,44,11.0,0,80.0,8.8
73,Austin Ekeler,RB,24.226,2019-12-29,NFL,LAC,KAN,L 21-31,16,17,Sun,11,9,43,4.78,0,81.8,3.91
74,Aaron Jones,RB,25.027,2019-12-29,NFL,GNB,DET,W 23-20,16,17,Sun,6,2,43,21.5,0,33.3,7.17
75,Greg Ward,WR,24.17,2019-12-29,NFL,PHI,NYG,W 34-17,16,17,Sun,7,6,43,7.17,0,85.7,6.14
76,Hunter Henry,TE,25.022,2019-12-29,NFL,LAC,KAN,L 21-31,16,17,Sun,6,5,42,8.4,1,83.3,7.0
77,John Ross,WR,25.032,2019-12-29,NFL,CIN,CLE,W 33-23,16,17,Sun,5,2,42,21.0,0,40.0,8.4
78,Brandin Cooks,WR,26.095,2019-12-29,NFL,LAR,ARI,W 31-24,16,17,Sun,5,3,40,13.33,0,60.0,8.0
79,Justin Hardy,WR,28.011,2019-12-29,NFL,ATL,TAM,W 28-22,16,17,Sun,3,3,40,13.33,0,100.0,13.33
80,Reggie Bonnafon,RB,23.359,2019-12-29,NFL,CAR,NOR,L 10-42,16,17,Sun,2,2,39,19.5,0,100.0,19.5
81,Jalen Richard,RB,26.075,2019-12-29,NFL,OAK,DEN,L 15-16,16,17,Sun,2,2,39,19.5,0,100.0,19.5
82,Sterling Shepard,WR,26.322,2019-12-29,NFL,NYG,PHI,L 17-34,16,17,Sun,10,5,39,7.8,0,50.0,3.9
83,Chris Conley,WR,27.065,2019-12-29,NFL,JAX,IND,W 38-20,16,17,Sun,6,3,38,12.67,0,50.0,6.33
84,Elandon Roberts,LB,25.251,2019-12-29,NFL,NWE,MIA,L 24-27,16,17,Sun,1,1,38,38.0,1,100.0,38.0
85,Mike Williams,WR,25.086,2019-12-29,NFL,LAC,KAN,L 21-31,16,17,Sun,5,2,38,19.0,0,40.0,7.6
86,Steven Mitchell,WR,25.241,2019-12-29,NFL,HOU,TEN,L 14-35,16,17,Sun,5,2,37,18.5,0,40.0,7.4
87,Michael Thomas,WR,26.301,2019-12-29,NFL,NOR,CAR,W 42-10,16,17,Sun,9,4,37,9.25,0,44.4,4.11
88,Le'Veon Bell,RB,27.314,2019-12-29,NFL,NYJ,BUF,W 13-6,16,17,Sun,5,5,36,7.2,0,100.0,7.2
89,Vyncint Smith,WR,23.203,2019-12-29,NFL,NYJ,BUF,W 13-6,16,17,Sun,4,3,36,12.0,0,75.0,9.0
90,Josh Hill,TE,29.222,2019-12-29,NFL,NOR,CAR,W 42-10,16,17,Sun,5,3,35,11.67,0,60.0,7.0
91,Hayden Hurst,TE,26.127,2019-12-29,NFL,BAL,PIT,W 28-10,16,17,Sun,2,2,35,17.5,0,100.0,17.5
92,Ty Sambrailo,T,27.294,2019-12-29,NFL,ATL,TAM,W 28-22,16,17,Sun,1,1,35,35.0,1,100.0,35.0
93,Mohamed Sanu,WR,30.129,2019-12-29,NFL,NWE,MIA,L 24-27,16,17,Sun,5,3,35,11.67,0,60.0,7.0
94,DJ Chark,WR,23.097,2019-12-29,NFL,JAX,IND,W 38-20,16,17,Sun,5,4,34,8.5,0,80.0,6.8
95,Tyler Eifert,TE,29.112,2019-12-29,NFL,CIN,CLE,W 33-23,16,17,Sun,2,2,34,17.0,0,100.0,17.0
96,Mike Gesicki,TE,24.087,2019-12-29,NFL,MIA,NWE,W 27-24,16,17,Sun,7,4,34,8.5,1,57.1,4.86
97,Olabisi Johnson,WR,22.287,2019-12-29,NFL,MIN,CHI,L 19-21,16,17,Sun,4,3,34,11.33,0,75.0,8.5
98,Kelvin Harmon,WR,23.014,2019-12-29,NFL,WAS,DAL,L 16-47,16,17,Sun,5,3,33,11.0,0,60.0,6.6
99,James White,RB,27.329,2019-12-29,NFL,NWE,MIA,L 24-27,16,17,Sun,3,3,33,11.0,1,100.0,11.0
100,Daniel Brown,TE,27.217,2019-12-29,NFL,NYJ,BUF,W 13-6,16,17,Sun,4,3,32,10.67,0,75.0,8.0
